1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.579160194385414329e-01 9.581305224693950073e-01 9.581680478149517954e-01 9.580308972135886947e-01 9.577175235689909805e-01 9.572224037265825158e-01 9.565359768068161239e-01 9.556447800961361816e-01 9.545299763898209555e-01 9.531654762635739520e-01 9.515176062976663518e-01 9.495432838509156870e-01 9.471851292136631573e-01 9.443682390652373693e-01 9.409927113583052005e-01 9.369212401815453228e-01 9.319670610928346699e-01 9.258652053045656194e-01 9.182294655697995633e-01 9.084838129467894818e-01 8.957330218936075950e-01 8.785282423724202205e-01 8.544000073370031645e-01 8.188483302152770316e-01 7.628846225686567450e-01 6.660473940411515414e-01 4.728434121378775057e-01 0.000000000000000000e+00 3.777812197428249696e-01 5.111252617144248500e-01 6.667199910606524949e-01 7.666821392031876181e-01 8.266340546291486291e-01 8.636163869295299111e-01 8.876773934364812213e-01 9.042038505370677548e-01 9.160993011691493937e-01 9.249908039531592463e-01 9.318360183897336224e-01 9.372269342186264618e-01 9.415460347141849651e-01 9.450500386317358670e-01 9.479169674145737634e-01 9.502737117484679752e-01 9.522126996859210379e-01 9.538023140626467056e-01 9.550936860797377692e-01 9.561252919908320713e-01 9.569260840176907479e-01 9.575175854770084927e-01
9.160144747647179786e-01 9.164372968123284391e-01 9.165100667037768822e-01 9.162372595022064692e-01 9.156157659927420811e-01 9.146347316531731053e-01 9.132759506185084142e-01 9.115132118516416915e-01 9.093090679486246497e-01 9.066129695582009207e-01 9.033609351846192403e-01 8.994696051097362810e-01 8.948287315685382604e-01 8.892955268185225304e-01 8.826797101146027780e-01 8.747247183514411661e-01 8.650823312720270497e-01 8.532633236526118159e-01 8.385688419404957461e-01 8.199724353390782650e-01 7.959196376173777177e-01 7.639799555116978391e-01 7.202234878739545154e-01 6.581085265741067891e-01 5.666426899433352204e-01 4.284615638091704426e-01 2.253262356404281963e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.890725033775546127e-01 5.733740815933769941e-01 6.762365210643535018e-01 7.401525715851224874e-01 7.828878509753220971e-01 8.130372469292254101e-01 8.352011891254247367e-01 8.520269690225727999e-01 8.651259374194305574e-01 8.755254555203535460e-01 8.839067262107682676e-01 8.907364961668577941e-01 8.963434593425261276e-01 9.009645650743974832e-01 9.047740225684612891e-01 9.079018279485028264e-01 9.104458562402243382e-01 9.124800474520849969e-01 9.140601235303235095e-01 9.152275996796693791e-01
8.744735417877318451e-01 8.750928727419834408e-01 8.751967882968447743e-01 8.747914258243724150e-01 8.738720064998501957e-01 8.724232371492032234e-01 8.704195647127654922e-01 8.678226376350131055e-01 8.645780381648635604e-01 8.606151465514891852e-01 8.558436233036024188e-01 8.501446743231995118e-01 8.433643610931659262e-01 8.353048179351812985e-01 8.257045249428908162e-01 8.142161503898525110e-01 8.003735526125871358e-01 7.835363448475676229e-01 7.628099461805691872e-01 7.369171488450810825e-01 7.039931420894682823e-01 6.612481952607921487e-01 6.044053516292272610e-01 5.267195609228750852e-01 4.171161113420193689e-01 2.558299112456617341e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.417405390374840923e-02 1.336231566887650102e-01 3.161955344760182252e-01 4.615051154803319622e-01 5.647850731677920288e-01 6.378686047547538207e-01 6.906832148373124314e-01 7.298554067093184772e-01 7.596403901902967215e-01 7.827885940937329146e-01 8.011137791655891238e-01 8.158409121762384419e-01 8.278176639758767497e-01 8.376441676960557636e-01 8.457538731896946382e-01 8.524651923394243047e-01 8.580154882335129241e-01 8.625838867256206965e-01 8.663066523678363273e-01 8.692876222043600665e-01 8.716054660343127702e-01 8.733189669129342025e-01
8.334638802493777865e-01 8.342626613807738734e-01 8.343917646021340451e-01 8.338583364934037956e-01 8.326560450342135322e-01 8.307662179269221792e-01 8.281565556033838593e-01 8.247778333490940472e-01 8.205632327117385882e-01 8.154261615811086994e-01 8.092533705980606840e-01 8.018995064885373614e-01 7.931792115081678363e-01 7.828546467137338372e-01 7.706163254412041752e-01 7.560613742398542003e-01 7.386589271434832460e-01 7.176984270020888568e-01 6.922170820396397195e-01 6.608930976030998883e-01 6.218870512969739694e-01 5.726142001714864538e-01 5.094301666096544556e-01 4.272482385205930155e-01 3.192722820862306521e-01 1.777420171531804982e-01 0.000000000000000000e+00 2.939451081905628330e-02 8.307239291417485572e-02 1.641217010355050243e-01 2.805793264127464104e-01 3.916641032603357941e-01 4.835293575128332133e-01 5.558529581628930405e-01 6.121198981821168728e-01 6.560597313482544601e-01 6.907157744599583538e-01 7.183725943690371096e-01 7.406985315943912518e-01 7.589054489836190021e-01 7.738779171600708162e-01 7.862679679406009425e-01 7.965617118117607198e-01 8.051253503581913273e-01 8.122371438889303130e-01 8.181100610899180170e-01 8.229079675161732332e-01 8.267570445478824581e-01 8.297537673595697383e-01 8.319706787476218723e-01
7.931441858766442587e-01 7.941013094823732299e-01 7.942480186821206933e-01 7.935920674897642968e-01 7.921262856484384551e-01 7.898289361386106044e-01 7.866613564074044218e-01 7.825670681689098629e-01 7.774709658920444522e-01 7.712721911414841536e-01 7.638424673311995372e-01 7.550203063196861963e-01 7.445987639737242647e-01 7.323171482455044234e-01 7.178436983050517917e-01 7.007540624119369399e-01 6.805022251763407359e-01 6.563807349950956382e-01 6.274666521133676067e-01 5.925509442999633558e-01 5.500475845747776482e-01 4.978913172040559942e-01 4.334527182456628380e-01 3.535709824863403905e-01 2.549827474508211678e-01 1.358659575399889241e-01 0.000000000000000000e+00 3.450501655545175350e-02 8.459878366661391369e-02 1.592123831622042074e-01 2.503362845297697481e-01 3.410419628116881929e-01 4.218145592098448970e-01 4.898935281523639773e-01 5.458826468290994827e-01 5.915458603264440729e-01 6.287882866226045531e-01 6.592858564001793376e-01 6.844007053251531802e-01 7.052023402486277126e-01 7.225183199637548181e-01 7.369862996233998986e-01 7.490984375706328802e-01 7.592361481695527603e-01 7.676960855307400911e-01 7.747094315935481035e-01 7.804564310499670921e-01 7.850773342686695466e-01 7.886804512506839782e-01 7.913479693206751930e-01
7.536578278065126923e-01 7.547495508911892248e-01 7.549055031491531675e-01 7.541339409403757799e-01 7.524271214384187223e-01 7.497603533337783288e-01 7.460908658953273598e-01 7.413586281446248316e-01 7.354803439731599779e-01 7.283470032625326551e-01 7.198243419822681899e-01 7.097396102168092025e-01 6.978771933702030417e-01 6.839710451247724698e-01 6.676871406179514246e-01 6.486084442270326766e-01 6.262147151247764443e-01 5.998551751666122422e-01 5.687177574353159404e-01 5.317961929251834308e-01 4.878609271098187095e-01 4.354506277213120446e-01 3.729184804467802206e-01 2.986002272411325542e-01 2.112217669462754521e-01 1.107391379298712925e-01 0.000000000000000000e+00 2.402728332776540160e-02 6.160404948617637100e-02 1.377911446769644610e-01 2.205105882984323695e-01 3.003516569603659758e-01 3.727914617841724398e-01 4.360224643270989020e-01 4.899705275184689790e-01 5.354517332516984807e-01 5.736039730648989643e-01 6.055803128704281280e-01 6.324152459063490106e-01 6.549841468028749780e-01 6.740053613422664069e-01 6.900586320699831910e-01 7.036079524768223958e-01 7.150235444024549691e-01 7.246005424954353735e-01 7.325738049089002280e-01 7.391294541742571278e-01 7.444140151984994791e-01 7.485416945456544457e-01 7.515999089687649404e-01
7.151314938081499983e-01 7.163322249922960960e-01 7.164890070962032231e-01 7.156100461377383759e-01 7.136866260853205191e-01 7.106922967557262050e-01 7.065832908483877794e-01 7.012957120594254246e-01 6.947417871769092645e-01 6.868120714330603338e-01 6.773676918202559127e-01 6.662341970123623058e-01 6.531995149483265095e-01 6.380025108483603491e-01 6.203243850257778025e-01 5.997774737413588131e-01 5.758928411344936826e-01 5.481071128439770623e-01 5.157526488819240695e-01 4.780549423176713164e-01 4.341492259178730273e-01 3.831317456116583031e-01 3.241703768293742738e-01 2.566896658655350993e-01 1.805650712608899144e-01 9.586888077754714133e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.098366939139496651e-01 1.935622139700074462e-01 2.670619034600027475e-01 3.329757824229532814e-01 3.914323574480223500e-01 4.425238353197720187e-01 4.866857564759762833e-01 5.245942524592244194e-01 5.570139828706857088e-01 5.846935939673592042e-01 6.083120856339716553e-01 6.284590771450893065e-01 6.456332076534783138e-01 6.602490245926062595e-01 6.726474417802823513e-01 6.831069995663112682e-01 6.918541293008051429e-01 6.990716242973737948e-01 7.049054929414516613e-01 7.094706844633230647e-01 7.128557726756493684e-01
6.776735401425955096e-01 6.789570527378609999e-01 6.791063923745133124e-01 6.781289218106925087e-01 6.760151268419192228e-01 6.727385598832140712e-01 6.682542201173492513e-01 6.624962423469569206e-01 6.553787188748462222e-01 6.467917509202336657e-01 6.365979321164744187e-01 6.246300206397743526e-01 6.106836131526957034e-01 5.945143288598451203e-01 5.758299094662049367e-01 5.542838396932106004e-01 5.294715633909016228e-01 5.009276344218926980e-01 4.681305450170045734e-01 4.305215534176793368e-01 3.875491206003531808e-01 3.387566700614222381e-01 2.839416043850049309e-01 2.234230433727228682e-01 1.584800609251826586e-01 9.217144654426277783e-02 3.175742965707033238e-02 0.000000000000000000e+00 3.926674642378646940e-02 1.079921842549004807e-01 1.768380402935721130e-01 2.413570255450914193e-01 3.006168703530108788e-01 3.542059597204684218e-01 4.020046330585488881e-01 4.441716618500937130e-01 4.810724076439586994e-01 5.131865130958868093e-01 5.410309806588782244e-01 5.651093287342412452e-01 5.858840291583391480e-01 6.037648082995391574e-01 6.191059440931646618e-01 6.322083343113978904e-01 6.433241762914466699e-01 6.526627769337636220e-01 6.603962276749449911e-01 6.666642750569817810e-01 6.715783624337566815e-01 6.752249455720060745e-01
6.413739270313133511e-01 6.427146616571829396e-01 6.428484779284764361e-01 6.417818976794853469e-01 6.395055624637454583e-01 6.359924967471282109e-01 6.311968254141060441e-01 6.250555069322359936e-01 6.174842743067675555e-01 6.083763641720394411e-01 5.976023595573645153e-01 5.850030881814851647e-01 5.703900881007123447e-01 5.535412600085465318e-01 5.341961344696846137e-01 5.120558258059556556e-01 4.867816989627479218e-01 4.580011290051155259e-01 4.253201109816885928e-01 3.883515032536061784e-01 3.467689413574675528e-01 3.004041123257048529e-01 2.494162961056509697e-01 1.945808794955588006e-01 1.377608208526548694e-01 8.257953468809593744e-02 3.485831373329999899e-02 0.000000000000000000e+00 4.907374408002225519e-02 1.060266549211654197e-01 1.644394035146307942e-01 2.209095163473661361e-01 2.739276088349380522e-01 3.227691360128644993e-01 3.671154035560370565e-01 4.069215936082454799e-01 4.423354598611974331e-01 4.736275845725450018e-01 5.011331481724436987e-01 5.252082012871042149e-01 5.462007553216907674e-01 5.644343412681617211e-01 5.802001243492344029e-01 5.937539810863758927e-01 6.053164420779926225e-01 6.150745188052271217e-01 6.231846406391325921e-01 6.297758326794362649e-01 6.349524424200213568e-01 6.387961846861474058e-01
