1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
9.797980397158607690e-01 9.798194220851630387e-01 9.798210870707640963e-01 9.798030841448832629e-01 9.797653653734735846e-01 9.797077850164168655e-01 9.796300979546194165e-01 9.795319568789701004e-01 9.794129072286008597e-01 9.792723689145655941e-01 9.791095507462423964e-01 9.789232920059438570e-01 9.787124709123801169e-01 9.784771805404550715e-01 9.782165990326532334e-01 9.779266986436476738e-01 9.776073465912713534e-01 9.772574449057668255e-01 9.768728222352307533e-01 9.764530986451478434e-01 9.759936951610018729e-01 9.754928265314789515e-01 9.749456772495602719e-01 9.743489512137263331e-01 9.736971224964032778e-01 9.729850398120085675e-01 9.722060338455079664e-01 9.713525180638421519e-01 9.704158296828754304e-01 9.693853395460931832e-01 9.682488517687367624e-01 9.669916013323527348e-01 9.655958132389718118e-01 9.640400774986249699e-01 9.622980048273587217e-01 9.603369630441286331e-01 9.581162220226564497e-01 9.555840957355336007e-01 9.526739830613187854e-01 9.492986787011353789e-01 9.453418941939376596e-01 9.406450728721298393e-01 9.349861990302111847e-01 9.280446799418173853e-01 9.193402735263510595e-01 9.081204166122349708e-01 8.931380552597265599e-01 8.721776045772190455e-01 8.409454286564024272e-01 7.901901809040829949e-01 6.973716205816103963e-01 4.998592532368192343e-01 0.000000000000000000e+00 4.999060445967566380e-01 6.974645491298165911e-01 7.903280022708099040e-01 8.411263506201095419e-01 8.723993483380713121e-01 8.933979218192840133e-01 9.084153537130497114e-01 9.196669614826032957e-01 9.283996388904811603e-01 9.353658700942717452e-01 9.410458500183567221e-01 9.457601782216679132e-01 9.497309914188355462e-01 9.531170365267980227e-01 9.560347629748754406e-01 9.585715235585590133e-01 9.607941228633647412e-01 9.627545194895895664e-01 9.644937302013147917e-01 9.660445619285457086e-01 9.674335620926366452e-01 9.686824401028536480e-01 9.698091163894628775e-01 9.708285080647982568e-01 9.717531287182045174e-01 9.725935469107055420e-01 9.733587447421395700e-01 9.740563987884943709e-01 9.746931026765257577e-01 9.752745456926600331e-01 9.758056559134422603e-01 9.762907172478088036e-01 9.767334644507904562e-01 9.771371617337991644e-01 9.775046672581342300e-01 9.778384870437449861e-01 9.781408198764401929e-01 9.784135948145544770e-01 9.786585027699682415e-01 9.788770230523533566e-01 9.790704457711185693e-01 9.792398905723938007e-01 9.793863225970191877e-01 9.795105656852282072e-01 9.796133134770734774e-01 9.796951385531857959e-01 9.797564998057433083e-01
9.596155895062978836e-01 9.596582082781512923e-01 9.596614906444531634e-01 9.596255347966804461e-01 9.595502452728434939e-01 9.594353321800521694e-01 9.592803080730947229e-01 9.590844821752316784e-01 9.588469468714166943e-01 9.585665135397201109e-01 9.582414710330756646e-01 9.578694665322404767e-01 9.574491092883086196e-01 9.569808944305453480e-01 9.564604562482957872e-01 9.558815426146545224e-01 9.552460838336682691e-01 9.545472850883478522e-01 9.537812743493530032e-01 9.529441121399628845e-01 9.520289035524611698e-01 9.510304731852894378e-01 9.499407511226134471e-01 9.487517769381402788e-01 9.474540532185337094e-01 9.460361255665183933e-01 9.444858119763002158e-01 9.427876345733156027e-01 9.409246001256440506e-01 9.388761030488448345e-01 9.366178096141903886e-01 9.341210734640725821e-01 9.313510906750650520e-01 9.282659171976875845e-01 9.248143397560779633e-01 9.209330827706277978e-01 9.165434163277296209e-01 9.115458240033258441e-01 9.058127256228643009e-01 8.991783692868920985e-01 8.914234878916155180e-01 8.822519666912314040e-01 8.712547798380320119e-01 8.578519587443691474e-01 8.411957746190028562e-01 8.200031861169078118e-01 7.922540687820595062e-01 7.546268110928567863e-01 7.014138347070969504e-01 6.224436178196898206e-01 4.994370215031547766e-01 3.020653890407524744e-01 0.000000000000000000e+00 3.021595787352012730e-01 4.996240733282885094e-01 6.227210084304581894e-01 7.017779282537105479e-01 7.550729758849847872e-01 7.927768195277936636e-01 8.205963465168583104e-01 8.418526508519378337e-01 8.585655054423113608e-01 8.720177575983494300e-01 8.830571035358554255e-01 8.922636102879646369e-01 9.000464780550727628e-01 9.067021081499067048e-01 9.124501988092622584e-01 9.174569067446992632e-01 9.218501382632288133e-01 9.257299078185917685e-01 9.291755169589839269e-01 9.322506267297421267e-01 9.350069124893813921e-01 9.374867445941725830e-01 9.397251758154485657e-01 9.417514427754718476e-01 9.435901125649394094e-01 9.452619643164444918e-01 9.467846816660256959e-01 9.481733943370871387e-01 9.494411117180399096e-01 9.505990683370133532e-01 9.516570040397215324e-01 9.526233911444110802e-01 9.535056210093525442e-01 9.543101570580836412e-01 9.550426618747467344e-01 9.557081025741046565e-01 9.563108392442406513e-01 9.568546983834452790e-01 9.573430352797636100e-01 9.577787862021560628e-01 9.581645124582522932e-01 9.585024375733236512e-01 9.587944785183892815e-01 9.590422719373847826e-01 9.592471959948560833e-01 9.594103884136151450e-01 9.595327611416772928e-01
9.394723567459566382e-01 9.395359206437725597e-01 9.395407245233814431e-01 9.394869137888259836e-01 9.393743462424186674e-01 9.392025909489093438e-01 9.389709236278865889e-01 9.386783172431467648e-01 9.383234106665641061e-01 9.379043494949823589e-01 9.374183721611354381e-01 9.368622637467006742e-01 9.362353811804111636e-01 9.355371909196708025e-01 9.347582544447045061e-01 9.338946140763404458e-01 9.329468374010182474e-01 9.319027676729472187e-01 9.307611127438674137e-01 9.295112353429488827e-01 9.281472922898230671e-01 9.266580050284506376e-01 9.250344090558014765e-01 9.232625926355781942e-01 9.213299975837102584e-01 9.192192054132239942e-01 9.169122295228570030e-01 9.143870417765730396e-01 9.116180362721661989e-01 9.085757776870625468e-01 9.052246861153483426e-01 9.015230720632483319e-01 8.974208948599214919e-01 8.928575211582230331e-01 8.877596322566352338e-01 8.820371523293566440e-01 8.755781674174625273e-01 8.682424864399148623e-01 8.598521987120123500e-01 8.501782531982796653e-01 8.389214017427092385e-01 8.256841634522471551e-01 8.099286909415006619e-01 7.909123705458112052e-01 7.675874753761789959e-01 7.384422987778005432e-01 7.012480746528192421e-01 6.526616291310953777e-01 5.876394074783027888e-01 4.987333891392188301e-01 3.758674422668259463e-01 2.089652947538241934e-01 0.000000000000000000e+00 2.091081206628209455e-01 3.761510526189021375e-01 4.991538981999080193e-01 5.881912204819270684e-01 6.533376263026808850e-01 7.020398308683065691e-01 7.393403376138006911e-01 7.685815455481530556e-01 7.919917122674442478e-01 8.110822731405529229e-01 8.269009025019203873e-01 8.401903724754093972e-01 8.514888800106352740e-01 8.611943859547748215e-01 8.696066747571853384e-01 8.769554134287428360e-01 8.834192524534520974e-01 8.891390867593869096e-01 8.942274272625535536e-01 8.987751322611106097e-01 9.028563287285917838e-01 9.065320571474060340e-01 9.098530018555887056e-01 9.128615745612033150e-01 9.155935104940206015e-01 9.180791100355636392e-01 9.203442144107668588e-01 9.224109746242985519e-01 9.242984693796304496e-01 9.260231985675728694e-01 9.275994862610773550e-01 9.290398069760434918e-01 9.303550553931391187e-01 9.315547672323630790e-01 9.326473038794580450e-01 9.336400054763327461e-01 9.345393193978932533e-01 9.353509076182262572e-01 9.360797374971649987e-01 9.367301582318628972e-01 9.373059651384358926e-01 9.378104543651987202e-01 9.382464684970395208e-01 9.386164351396660832e-01 9.389223989908488388e-01 9.391660482664149212e-01 9.393487363604556828e-01
9.193878515480207181e-01 9.194719277994379825e-01 9.194781105544852506e-01 9.194065901844630240e-01 9.192571789254586623e-01 9.190293093711695560e-01 9.187220283823991362e-01 9.183339819935911752e-01 9.178633459679694795e-01 9.173075100802651205e-01 9.166626358385753237e-01 9.159254114873951469e-01 9.150963095553965587e-01 9.141710889769395498e-01 9.131371134860795102e-01 9.119953321704110660e-01 9.107392837138789110e-01 9.093573024431795826e-01 9.078466024796365552e-01 9.061926503743548134e-01 9.043889655201258204e-01 9.024199533542873741e-01 9.002742515402328838e-01 8.979341970109336879e-01 8.953824703678281427e-01 8.925979311174170316e-01 8.895559359823022039e-01 8.862291448687050766e-01 8.825842071477798534e-01 8.785832770125986402e-01 8.741813907881306189e-01 8.693250250631171516e-01 8.639509360787607228e-01 8.579829570583411558e-01 8.513290637033412711e-01 8.438771072165905940e-01 8.354889741325962627e-01 8.259932876098193821e-01 8.151749150644607145e-01 8.027605878833539155e-01 7.883992858714237162e-01 7.716342746259496899e-01 7.518631814629027632e-01 7.282810931367988960e-01 6.997992182742531764e-01 6.649302802476594332e-01 6.216341759097225861e-01 5.671321232207509055e-01 4.977487015834929918e-01 4.089830518507533430e-01 2.963340650102344043e-01 1.579283793211687381e-01 0.000000000000000000e+00 1.581217503771424060e-01 2.967179865499202096e-01 4.095521506611252693e-01 4.984952402899854862e-01 5.680462623566143732e-01 6.227043005627144190e-01 6.661433660674053181e-01 7.011411984376569873e-01 7.297372214865405216e-01 7.534183987320932641e-01 7.732735231759471084e-01 7.901077435766576951e-01 8.045239151658338805e-01 8.169795004544908590e-01 8.278263099314357998e-01 8.373384172089182176e-01 8.457319586847568127e-01 8.531793400220882839e-01 8.598195449234362631e-01 8.657657108610103958e-01 8.711107737124107464e-01 8.759317072895674849e-01 8.802927494773852279e-01 8.842478888415014060e-01 8.878427865679531239e-01 8.911162906378180537e-01 8.941016277029396608e-01 8.968273550680957440e-01 8.993181248731763056e-01 9.015953014302313662e-01 9.036774651243973944e-01 9.055808241532948832e-01 9.073195543705754318e-01 9.089060800417610997e-01 9.103513079300298294e-01 9.116648230461936731e-01 9.128550522108277443e-01 9.139294023016284463e-01 9.148943763508570193e-01 9.157556719585256966e-01 9.165182641473320624e-01 9.171864757607482987e-01 9.177640365700134861e-01 9.182541330329414553e-01 9.186594498862274971e-01 9.189822043642595917e-01 9.192241741988828041e-01
8.993812902886180183e-01 8.994853103113988890e-01 8.994926847480122500e-01 8.994036460325307569e-01 8.992179623383689258e-01 8.989349357335993940e-01 8.985533943463900330e-01 8.980716663658996346e-01 8.974874372125315469e-01 8.967972380341499017e-01 8.959963673158725106e-01 8.950824043860133861e-01 8.940559579714554284e-01 8.929069788826204945e-01 8.916243848815122996e-01 8.902114622101675590e-01 8.886530631314787376e-01 8.869430037201323502e-01 8.850712635590070043e-01 8.830252025056193332e-01 8.807929327558525756e-01 8.783589915306412310e-01 8.757064672854043552e-01 8.728168159589635433e-01 8.696668502354307773e-01 8.662326598126761645e-01 8.624840217637782525e-01 8.583880367706281378e-01 8.539056217066572918e-01 8.489910544522527580e-01 8.435915132716459430e-01 8.376439365755841138e-01 8.310740885926118926e-01 8.237936346927323683e-01 8.156959585011338554e-01 8.066524824847647324e-01 7.965067668157633785e-01 7.850663598275886557e-01 7.720930367009867235e-01 7.572893890031826558e-01 7.402805386528070741e-01 7.205901396499778677e-01 6.976083223081528395e-01 6.705493356528511306e-01 6.383978269653974857e-01 5.998452473875659496e-01 5.532260749360542462e-01 4.964838906492481385e-01 4.272401711818726855e-01 3.431160281407601431e-01 2.425573963545464840e-01 1.264142039662754236e-01 0.000000000000000000e+00 1.266607705777261506e-01 2.430468347992730815e-01 3.438412886704862448e-01 4.281911095088625219e-01 4.976476353347883408e-01 5.545874688964160804e-01 6.013873297015597252e-01 6.401023409055387470e-01 6.723972353281889580e-01 6.995802152927096396e-01 7.226666674963774240e-01 7.424427666879868104e-01 7.595191253353564820e-01 7.743729666191211392e-01 7.873802098877309419e-01 7.988395361368403336e-01 8.089903658780428497e-01 8.180263030410687142e-01 8.261052236985165775e-01 8.333569081249538879e-01 8.398888582028638528e-01 8.457907518146857706e-01 8.511378995528080527e-01 8.559939385144929025e-01 8.604129465842108582e-01 8.644411252213680674e-01 8.681181348585871316e-01 8.714781750448536979e-01 8.745508530463103058e-01 8.773618948305866860e-01 8.799337247912667470e-01 8.822859453755815817e-01 8.844357321792699622e-01 8.863981640809335261e-01 8.881864978054722082e-01 8.898123992246339542e-01 8.912861367994275863e-01 8.926167458707418012e-01 8.938121669356512422e-01 8.948793628465925298e-01 8.958244182386196908e-01 8.966526234391859473e-01 8.973685456721511855e-01 8.979760887364409694e-01 8.984785430414236052e-01 8.988786269575804733e-01 8.991785204071653936e-01
8.794715026895336685e-01 8.795947694779440162e-01 8.796031067494567424e-01 8.794967855114245170e-01 8.792755316734444104e-01 8.789385239333680211e-01 8.784843833777931099e-01 8.779111254851645896e-01 8.772158947432908693e-01 8.763943021318481019e-01 8.754413271710245192e-01 8.743561479177212048e-01 8.731372131503659650e-01 8.717691042284330116e-01 8.702467031923550866e-01 8.685692525766690597e-01 8.667177168038413537e-01 8.646899423341714019e-01 8.624681862566065949e-01 8.600434806788813669e-01 8.573971843033889595e-01 8.545152293496790508e-01 8.513753425492479598e-01 8.479577267028515219e-01 8.442352841391357332e-01 8.401800883916887841e-01 8.357587033196554049e-01 8.309324956723079803e-01 8.256579546660151037e-01 8.198831994741847540e-01 8.135485512332201186e-01 8.065841617727504964e-01 7.989073796267857075e-01 7.904206477728359381e-01 7.810077801897816752e-01 7.705296351778101460e-01 7.588186375308354492e-01 7.456716733094862493e-01 7.308410532045320762e-01 7.140229631574166458e-01 6.948428556335611850e-01 6.728370665203203815e-01 6.474303625624628911e-01 6.179098214521543397e-01 5.833972621065866004e-01 5.428266363915502657e-01 4.949408612604832558e-01 4.383370989781380511e-01 3.716120098813234240e-01 2.936834813923386300e-01 2.043653141331731593e-01 1.051711013591886401e-01 0.000000000000000000e+00 1.054743518851363054e-01 2.049671120260872226e-01 2.945748438308407602e-01 3.727800266519398775e-01 4.397654243057822487e-01 4.966103049277311721e-01 5.447158108228987716e-01 5.854832443257709240e-01 6.201687862019531483e-01 6.498381606867310589e-01 6.753697448617126398e-01 6.974770921432376092e-01 7.167364004743256301e-01 7.336125653928912138e-01 7.484815457029019292e-01 7.616486560318276311e-01 7.733631621008871804e-01 7.838297694691440665e-01 7.932176144774966131e-01 8.016673097532935888e-01 8.092964606171675346e-01 8.162039972051726711e-01 8.224736094926374808e-01 8.281764637725391731e-01 8.333733775837743885e-01 8.381165653942822535e-01 8.424510456745387676e-01 8.464157882728899907e-01 8.500446465185315104e-01 8.533671266534252897e-01 8.564090189804617337e-01 8.591929238901884203e-01 8.617386875344170694e-01 8.640637679693903284e-01 8.661835413073277756e-01 8.681115599626807455e-01 8.698597705052663054e-01 8.714386982029657114e-01 8.728576037842435964e-01 8.741246160462838866e-01 8.752468450684871559e-01 8.762304777249357857e-01 8.770808588829038799e-01 8.778025597687589832e-01 8.783994351235610010e-01 8.788746707564797367e-01 8.792308220874622826e-01
8.596768435897571559e-01 8.598185405860324648e-01 8.598275737020240062e-01 8.597042484749159996e-01 8.594482506275641365e-01 8.590586436293556893e-01 8.585338537497864131e-01 8.578715801233478544e-01 8.570683559506269145e-01 8.561189339060190084e-01 8.550187993850899559e-01 8.537685777574268720e-01 8.523619372195019306e-01 8.507816192323767179e-01 8.490290505683120159e-01 8.470941981657638120e-01 8.449616360205608467e-01 8.426265830368215859e-01 8.400692078937138652e-01 8.372800580524806247e-01 8.342377776637948106e-01 8.309264579549320295e-01 8.273221801258883179e-01 8.234013172064422736e-01 8.191357257100493339e-01 8.144927039057372475e-01 8.094366856826405998e-01 8.039247980686610173e-01 7.979092158168122895e-01 7.913341282831911627e-01 7.841345956142319329e-01 7.762358599194305597e-01 7.675497673269644494e-01 7.579730011635453790e-01 7.473841613849888654e-01 7.356389449937686953e-01 7.225658322901119535e-01 7.079600998976053328e-01 6.915759991483934055e-01 6.731180625405729367e-01 6.522304446491883345e-01 6.284845356055938081e-01 6.013659131135935532e-01 5.702620596563612310e-01 5.344545433612218899e-01 4.931229952131789274e-01 4.453735020946486545e-01 3.903115490069274385e-01 3.271872466662702483e-01 2.556405719160340650e-01 1.760493138102676991e-01 8.990496192192494462e-02 0.000000000000000000e+00 9.026935882379501230e-02 1.767722141525148727e-01 2.567107080413562059e-01 3.285884545433430670e-01 3.920234249752050371e-01 4.473721814640658212e-01 4.953820016748775035e-01 5.369456500400848764e-01 5.729560916087426126e-01 6.042334617598630331e-01 6.314966028824536837e-01 6.553589806087063430e-01 6.763363275520168916e-01 6.948588428119032434e-01 7.112842288210710073e-01 7.259098442034132015e-01 7.389833117132740270e-01 7.507114399715888453e-01 7.612675873433190077e-01 7.707976821271832479e-01 7.794250930649672116e-01 7.872545771483521193e-01 7.943754812789395325e-01 8.008643279359588529e-01 8.067869292429820094e-01 8.122001025686238496e-01 8.171530806932858493e-01 8.216886684940474250e-01 8.258441987331469614e-01 8.296523242941189480e-01 8.331416770393683668e-01 8.363374180932214852e-01 8.392616992791323005e-01 8.419340511548645267e-01 8.443717110984058083e-01 8.465898999867824681e-01 8.486020579110855611e-01 8.504200436357838289e-01 8.520543051458553396e-01 8.535140244222582107e-01 8.548072410811077271e-01 8.559409575014367277e-01 8.569212278360943680e-01 8.577532335131865526e-01 8.584413462653180948e-01 8.589891806573023425e-01 8.593996368959679888e-01
8.400151102889736876e-01 8.401743115994340094e-01 8.401837394486133537e-01 8.400437293726605859e-01 8.397539292207837347e-01 8.393132961160894023e-01 8.387200726652751515e-01 8.379716244081949483e-01 8.370638025593620801e-01 8.359907687530538922e-01 8.347493830884250565e-01 8.333404041781098393e-01 8.317513080759517674e-01 8.299680863130751707e-01 8.279944924136221074e-01 8.258114397009689300e-01 8.234110710060755789e-01 8.207804617869371988e-01 8.179038251813237625e-01 8.147660302075638850e-01 8.113478800008998570e-01 8.076283317566266273e-01 8.035846751239048569e-01 7.991886854683730723e-01 7.944117189075704522e-01 7.892179107598830123e-01 7.835689342824979642e-01 7.774198616581096122e-01 7.707190139625659242e-01 7.634081392059379745e-01 7.554192346528472157e-01 7.466739570191625042e-01 7.370817238860484233e-01 7.265368564798129203e-01 7.149161015932965491e-01 7.020753240047650223e-01 6.878451310625960380e-01 6.720262707094092347e-01 6.543841868395444683e-01 6.346424089315861883e-01 6.124758857689680536e-01 5.875043075279671179e-01 5.592863865000556878e-01 5.273177025777839866e-01 4.910356205293927023e-01 4.498371180131947589e-01 4.031184839577620638e-01 3.503482711477352018e-01 2.911848168105081180e-01 2.256422524019085496e-01 1.542864574763335717e-01 7.839952062623974094e-02 0.000000000000000000e+00 7.883068362691582343e-02 1.551414526719805398e-01 2.269070574075293945e-01 2.928393598681012788e-01 3.523673069281086923e-01 4.054726313084820455e-01 4.524939730524741854e-01 4.939608432713417097e-01 5.304760226872375917e-01 5.626425223731310599e-01 5.910237333924089898e-01 6.161253898334924095e-01 6.383905591629833731e-01 6.582017043403493028e-01 6.758861200905804667e-01 6.917226067766705233e-01 7.059482156782096451e-01 7.187644911456866348e-01 7.303430045700489703e-01 7.408301216747357198e-01 7.503510257776255798e-01 7.590131051622145408e-01 7.669087698718105583e-01 7.741177922152947533e-01 7.807092581937012943e-01 7.867431801385154078e-01 7.922718471135868912e-01 7.973409435563330039e-01 8.019904898789445014e-01 8.062556266009069939e-01 8.101672765666353415e-01 8.137527001242568225e-01 8.170359665252087122e-01 8.200383514282367781e-01 8.227786760774077335e-01 8.252735947791176585e-01 8.275378409645778310e-01 8.295844368017207815e-01 8.314248724875625829e-01 8.330692597396429644e-01 8.345264626728088331e-01 8.358042099303427674e-01 8.369091896763714011e-01 8.378471303059910058e-01 8.386228681666973994e-01 8.392404038191046967e-01 8.397029481766048464e-01
8.205034662364952824e-01 8.206791480386287363e-01 8.206886398634772872e-01 8.205323023616168943e-01 8.202097479802286095e-01 8.197198367901076255e-01 8.190606356501015650e-01 8.182291429607420064e-01 8.172204946664098912e-01 8.160287706052716805e-01 8.146527412797285317e-01 8.130910760532574777e-01 8.113260452260772082e-01 8.093507229517865609e-01 8.071646045937298508e-01 8.047453369816016666e-01 8.020900081281472360e-01 7.991781183160686641e-01 7.959988888426996478e-01 7.925308488022015929e-01 7.887576497390066388e-01 7.846538443373947125e-01 7.801970672923201899e-01 7.753568625957995009e-01 7.701025034104067579e-01 7.643974518686549313e-01 7.582002805932008815e-01 7.514650660460409082e-01 7.441380673353454878e-01 7.361591395293221041e-01 7.274591035344312173e-01 7.179581760647508748e-01 7.075654291178771205e-01 6.961756564743971643e-01 6.836673692870333108e-01 6.699004056263535567e-01 6.547123268363690407e-01 6.379151405060564661e-01 6.192915309198744334e-01 5.985909322753186768e-01 5.755259763057758438e-01 5.497700594304583133e-01 5.209572609837707091e-01 4.886864714801968934e-01 4.525329162847317455e-01 4.120711942497957136e-01 3.669149117657740655e-01 3.167781652966837336e-01 2.615614743764301808e-01 2.014571782060176341e-01 1.370548006101339755e-01 6.940676363597600429e-02 0.000000000000000000e+00 6.991171972053011885e-02 1.380556100762763139e-01 2.029364249406573339e-01 2.634942997505391737e-01 3.191334547990620218e-01 3.696566737738331554e-01 4.151599964129262244e-01 4.559272799782226882e-01 4.923441584096986956e-01 5.248363700703173595e-01 5.538298942450891049e-01 5.797277436935284189e-01 6.028982546443102386e-01 6.236707140219803769e-01 6.423353414314685317e-01 6.591456377424126378e-01 6.743218297136904793e-01 6.880546664647413380e-01 7.005091721546560235e-01 7.118281162613209201e-01 7.221351171640354449e-01 7.315373752093925486e-01 7.401280193285946218e-01 7.479881264121985840e-01 7.551884377385508218e-01 7.617908156247972240e-01 7.678494819735414145e-01 7.734120633412299162e-01 7.785204812085857462e-01 7.832117037793422387e-01 7.875183878638206680e-01 7.914694230063941127e-01 7.950903970218836658e-01 7.984039924721618720e-01 8.014303262856831145e-01 8.041872407392618438e-01 8.066905527306140744e-01 8.089542684391251015e-01 8.109907669469402780e-01 8.128109585425011829e-01 8.144244201208562517e-01 8.158395113505412244e-01 8.170634738486138859e-01 8.181025152182459514e-01 8.189618800718113656e-01 8.196459089837114798e-01 8.201580868752013087e-01
